COUNTRY,CIUDAD,OPS_ZONE,OPS_ZONE_ID,TOTAL_USERS,PRIME_USERS,FOOD_CATEGORY,ORDERS_LAST_4WEEK,GMV_LAST_4WEEK,AVG_TICKET,PEAK_DAY,PEAK_DAY_ORDERS,AVG_CONNECTIVITY_HRS,AVG_GMV_STORE,AVG_ORD_STORE,AVAILABLE_RTS,CANCELLATION_RATE
CO,Barranquilla,Prado,58,24885,13303,Jugos y Batidos,571,4940.79,8.652872154,Fri,97,22.454923936034,705.827142857,81.571429,100,0.024518
CO,Cali,Cali Norte,28,37559,15489,Sushi,2093,41607.38,19.879302437,Sat,452,36.386631602273,2971.955714286,149.500000,100,0.040612
CO,Armenia,Armenia Sur,204,12174,4229,Postres,1456,14210.37,9.759869505,Sun,261,21.384931531250,676.684285714,69.333333,100,0.043269
CO,Buga,Buga,123,1177,304,Helados,255,2769.53,10.860901961,Sun,72,21.649577600000,923.176666667,85.000000,100,0.007843
CO,Bogotá,Chapinero,4,186242,101753,Poke,17763,322675.95,18.165622361,Wed,2813,60.181120342956,17926.441666667,986.833333,100,0.017227
CO,Bucaramanga,Centro y Cabecera,84,31199,12717,Poke,173,3569.38,20.632254335,Sat,39,40.801508833333,1189.793333333,57.666667,100,0.005780
CO,Bucaramanga,Piedecuesta,89,2128,767,Pizza,433,5970.11,13.78778291,Sat,92,21.551625833333,1194.022,86.600000,100,0.030023
CO,Barranquilla,Miramar y Alamedas,61,56056,30444,Experiencias Foodies,13,66.32,5.101538462,Sun,7,3.589380000000,66.32,13.000000,100,0.615385
CO,Valledupar,San Jorge,135,3627,1401,Pollo,2708,34572.23,12.766702363,Sun,554,29.273950659091,4321.52875,338.500000,100,0.023634
CO,Barranquilla,Riomar,56,39619,23745,Desayunos,2081,24494.42,11.770504565,Sun,524,37.765564659091,3499.202857143,297.285714,100,0.018741
CO,Cali,Pance y ciudad jardin,31,28252,13676,Asiática,4006,77834.55,19.42949326,Sun,851,49.438824102941,5559.610714286,286.142857,100,0.008487
CO,Ibagué,Guabinal,49,19680,5878,Desayunos,784,7218.09,9.206747449,Sat,148,37.870364295795,1031.155714286,112.000000,100,0.012755
CO,Barranquilla,Centro y nor occidente,65,27061,13148,Panadería,2447,28472.95,11.635860237,Fri,387,23.211587850000,1498.576315789,128.789474,100,0.026972
CO,Bogotá,Antonio Nariño,8,33946,10278,Café,932,11016.44,11.820214592,Wed,149,48.047914250000,1101.644,93.200000,100,0.026824
CO,Chía,Cajicá,15,10974,4931,China,199,4562.87,22.928994975,Sat,48,32.420427250000,2281.435,99.500000,100,0.000000
CO,Popayan,Popayan Centro,213,8893,2456,Sushi,332,5545.93,16.704608434,Sat,66,43.320761434232,1109.186,66.400000,100,0.015060
CO,Medellín,Caribe_centro,23,43602,17109,Sánduches,4762,66964.86,14.062339353,Sat,801,36.455335517147,3524.466315789,250.631579,100,0.051659
CO,Bogotá,Antonio Nariño,8,33946,10278,Desayunos,161,1440.35,8.946273292,Sun,38,15.081675500000,205.764285714,23.000000,100,0.086957
CO,Pereira,Cuba,247,12065,4236,Comida Rápida,339,3217.74,9.491858407,Fri,87,10.753535950750,214.516,22.600000,100,0.091445
CO,Barranquilla,Miramar y Alamedas,61,56056,30444,Salchipapas,12604,181680.9,14.414543002,Sun,2544,23.118020875196,12977.207142857,900.285714,100,0.019835
CO,Cali,Alfaguara Jamundi,168,5670,2050,Pizza,1368,26069.1,19.056359649,Sun,306,30.579716857845,2369.918181818,124.363636,100,0.016813
CO,Tunja,Tunja,199,10964,2746,Empanadas,209,1656.23,7.924545455,Fri,51,27.655090058398,207.02875,26.125000,100,0.043062
CO,Barranquilla,Barranquilla sur,69,3866,1642,Parrilla,652,8335.21,12.784064417,Sun,169,18.969957053571,926.134444444,72.444444,100,0.033742
CO,Bogotá,Kennedy,312,44307,13565,Arepas,785,10500.37,13.376267516,Wed,125,16.896354677273,552.651052632,41.315789,100,0.072611
CO,Cúcuta,Villa del Rosario,380,605,290,Pollo,81,1081.43,13.350987654,Mon,16,45.218130000000,540.715,40.500000,100,0.012346
CO,Valledupar,El viajero,128,7185,3198,Panadería,955,8348.43,8.741811518,Sat,155,29.219285843750,834.843,95.500000,100,0.039791
CO,Bogotá,Bosa,3,10790,2671,Panadería,349,3426.45,9.817908309,Thu,66,29.468177944444,571.075,58.166667,100,0.060172
CO,Bucaramanga,Floridablanca,33,16088,6809,Sánduches,1778,23086.41,12.984482565,Sun,367,55.735201370573,2565.156666667,197.555556,100,0.020247
CO,Valledupar,El viajero,128,7185,3198,Pescados y Mariscos,30,823.07,27.435666667,Sun,15,13.710026000000,411.535,15.000000,100,0.000000
CO,Buga,Buga,123,1177,304,Postres,73,629.86,8.628219178,Sun,19,24.872645500000,125.972,14.600000,100,0.027397
CO,Cali,Zona unico oriente,26,20663,7031,Empanadas,210,1846.55,8.793095238,Thu,43,28.887037950000,615.516666667,70.000000,100,0.009524
CO,Bogotá,Usaquén,7,150909,87689,Salchipapas,9586,160997.41,16.795056332,Sun,1910,47.545797148815,8473.547894737,504.526316,100,0.021803
CO,Manizales,Zona Villapilar,41,9736,3108,Pollo,4404,62741.44,14.246466848,Sun,1043,41.132455823423,8963.062857143,629.142857,100,0.026567
CO,Cartagena,Marbella - Crespo,75,6871,3404,Desayunos,354,5400.37,15.255282486,Sun,96,49.280176408273,1350.0925,88.500000,100,0.036723
CO,Cúcuta,Cúcuta All,48,19787,4969,Café,2540,26139.84,10.291275591,Thu,459,49.482009991071,1188.174545455,115.454545,100,0.016535
CO,Rionegro,Rio Negro,306,9359,3196,Perros Calientes,608,9146.18,15.043059211,Sat,122,29.789347775000,1524.363333333,101.333333,100,0.016447
CO,Girardot,Girardot,196,2396,757,Postres,197,2495.5,12.66751269,Sun,47,16.210098281250,415.916666667,32.833333,100,0.035533
CO,Bucaramanga,Cacique y Sur,86,18003,7826,Café,747,7978.08,10.680160643,Thu,123,52.249703055556,997.26,93.375000,100,0.025435
CO,Barranquilla,Riomar,56,39619,23745,Poke,930,17601.74,18.926602151,Sun,201,25.905394937500,3520.348,186.000000,100,0.010753
CO,Bogotá,Tunjuelito,258,4316,1278,Hamburguesa,258,3285.51,12.734534884,Sun,70,10.778471274156,365.056666667,28.666667,100,0.081395
CO,Bogotá,Suba,6,28101,10035,Alitas,480,9075.48,18.90725,Sun,100,27.504054347826,698.113846154,36.923077,100,0.033333
CO,Ibagué,Mirolindo,52,1821,666,Helados,85,745.64,8.772235294,Wed,17,19.047311400000,186.41,21.250000,100,0.188235
CO,Cali,Lido Plametto,29,31732,13541,Italiana,1557,19594.98,12.585086705,Sun,317,32.424652125000,4898.745,389.250000,100,0.005138
CO,Barranquilla,Miramar y Alamedas,61,56056,30444,Sushi,5087,122158.83,24.013923727,Sun,955,33.376160837357,6786.601666667,282.611111,100,0.018085
CO,Bucaramanga,Centro y Cabecera,84,31199,12717,Pescados y Mariscos,757,14483.13,19.132272127,Sun,182,25.773242589286,1609.236666667,84.111111,100,0.029062
CO,Monteria,Norte,137,8374,3543,Pizza,1522,26013.54,17.091681997,Sun,398,28.566047060061,2364.867272727,138.363636,100,0.029566
CO,Cali,Ingenio Limonar,25,41682,18186,Panadería,5200,55709.98,10.713457692,Sun,1147,32.046927729460,3277.057647059,305.882353,100,0.017115
CO,Chía,Chia,14,15287,6070,Arepas,223,2783.59,12.482466368,Sat,47,24.601377307330,695.8975,55.750000,100,0.008969
CO,Bogotá,Colina,354,106426,56338,Internacional,61,1084.33,17.775901639,Sat,12,32.871899014754,98.575454545,5.545455,100,0.049180
CO,Tulua,Tulua,220,2975,754,Parrilla,853,11748.17,13.772766706,Sun,173,31.849951500909,1958.028333333,142.166667,100,0.037515
CO,Chía,Cajicá,15,10974,4931,Árabe,370,6741.47,18.220189189,Sat,70,64.367485750000,3370.735,185.000000,100,0.024324
CO,Ibagué,Centro Ricaurte,50,7394,2430,Italiana,232,2162.44,9.320862069,Sun,53,23.284220500000,720.813333333,77.333333,100,0.034483
CO,Cartagena,Marbella - Crespo,75,6871,3404,Típica,405,8508.29,21.008123457,Sun,94,22.948013213244,709.024166667,33.750000,100,0.046914
CO,Medellín,Envigado,22,41166,22944,Internacional,355,6028.24,16.980957746,Sun,79,30.800164818182,1004.706666667,59.166667,100,0.022535
CO,Bucaramanga,Piedecuesta,89,2128,767,Parrilla,66,1055.3,15.989393939,Sun,14,10.460235800000,527.65,33.000000,100,0.015152
CO,Cali,Puerta del Sol,276,2054,825,Saludable,10,123.96,12.396,Thu,4,23.716584000000,123.96,10.000000,100,0.000000
CO,Pereira,Cerritos,95,3937,1792,Alitas,580,12969.18,22.360655172,Sun,118,27.483906700000,3242.295,145.000000,100,0.020690
CO,Barranquilla,Barranquilla sur,69,3866,1642,Hamburguesa,261,3280.41,12.56862069,Sun,52,11.446332062500,468.63,37.285714,100,0.022989
CO,Manizales,centro,39,17629,5625,Vegetariana,19,281.46,14.813684211,Fri,7,48.211660000000,140.73,9.500000,100,0.105263
CO,Cali,Pance y ciudad jardin,31,28252,13676,Mexicana,2807,50814.43,18.10275383,Sun,547,28.248117102377,4234.535833333,233.916667,100,0.013894
CO,Zipaquira,Zipaquira,267,3010,829,Mexicana,70,1022.52,14.607428571,Fri,17,19.431782083333,255.63,17.500000,100,0.114286
CO,Valledupar,San Jorge,135,3627,1401,Sánduches,329,3529.9,10.729179331,Sun,63,33.014966250000,1176.633333333,109.666667,100,0.045593
CO,Valledupar,El viajero,128,7185,3198,Pizza,688,9650.91,14.027485465,Sun,187,15.052624165743,804.2425,57.333333,100,0.023256
CO,Santa Marta,Zazue,259,2214,1196,Crepes,692,12725.93,18.390072254,Sun,163,63.861238000000,6362.965,346.000000,100,0.049133
CO,Medellín,Poblado_guayabal,17,87006,47538,Vegetariana,946,13031.66,13.775539112,Sat,203,44.840471806907,1002.435384615,72.769231,100,0.041226
CO,Cali,Lido Plametto,29,31732,13541,Jugos y Batidos,1153,13046.6,11.315351258,Fri,181,26.814572222106,1449.622222222,128.111111,100,0.010408
CO,Bucaramanga,Floridablanca,33,16088,6809,Empanadas,378,3102.48,8.207619048,Sat,69,22.008182115385,517.08,63.000000,100,0.018519
CO,Armenia,Centro,102,10389,4193,Sánduches,1994,29281.33,14.684719157,Sun,354,40.474712714286,4880.221666667,332.333333,100,0.026580
CO,Barranquilla,Riomar,56,39619,23745,Salchipapas,1493,19733.36,13.217253851,Sun,366,14.660035239808,3288.893333333,248.833333,100,0.016745
CO,Medellín,Manrique_central,256,5807,2330,Perros Calientes,19,211.85,11.15,Sun,7,12.108685642857,105.925,9.500000,100,0.000000
CO,Cali,Ingenio Limonar,25,41682,18186,Pescados y Mariscos,353,6875.87,19.478385269,Sun,126,11.910487233333,1145.978333333,58.833333,100,0.033994
CO,Armenia,Centro,102,10389,4193,Comida Rápida,730,8821.03,12.08360274,Sat,132,33.719847416667,1260.147142857,104.285714,100,0.006849
CO,Medellín,San cristobal,390,1759,907,Hamburguesa,307,2135.72,6.956742671,Sat,79,22.313711202485,533.93,76.750000,100,0.384365
CO,Tulua,Tulua,220,2975,754,Pizza,373,5183.63,13.897131367,Sat,74,37.694982500000,1036.726,74.600000,100,0.013405
CO,Barranquilla,Barranquilla sur,69,3866,1642,Helados,46,466.96,10.151304348,Sat,14,17.911476678571,155.653333333,15.333333,100,0.043478
CO,Barranquilla,Prado,58,24885,13303,Alitas,214,2763.67,12.914345794,Sun,47,39.010404600000,921.223333333,71.333333,100,0.023364
CO,Ibagué,El Salado,277,407,174,Comida Rápida,244,2572.37,10.5425,Sun,51,10.165369863636,643.0925,61.000000,100,0.065574
CO,Popayan,Popayan Norte,212,3436,1128,Pollo,2152,26535.41,12.330580855,Sun,501,21.942825500000,2948.378888889,239.111111,100,0.018123
CO,Manizales,Zona Villapilar,41,9736,3108,Mexicana,191,2607.3,13.65078534,Sun,45,21.486546864286,521.46,38.200000,100,0.047120
CO,Barranquilla,Centro y nor occidente,65,27061,13148,Mexicana,1937,27262.31,14.074501807,Sat,354,22.535816426471,3894.615714286,276.714286,100,0.026329
CO,Manizales,Zona Villapilar,41,9736,3108,Helados,865,8478.36,9.801572254,Sun,199,34.992559062500,1695.672,173.000000,100,0.004624
CO,Monteria,Centro,136,12923,4474,Desayunos,853,7020.89,8.230820633,Sat,157,20.344544233669,2340.296666667,284.333333,100,0.041032
CO,Chía,Cajicá,15,10974,4931,Italiana,557,14161.1,25.423877917,Sat,120,34.361298947152,1770.1375,69.625000,100,0.023339
CO,Medellín,Envigado,22,41166,22944,Vegetariana,23,261.66,11.376521739,Fri,5,39.002298416667,65.415,5.750000,100,0.130435
CO,Chía,Chia,14,15287,6070,Empanadas,820,12288.22,14.985634146,Sun,207,22.692346000000,2457.644,164.000000,100,0.019512
CO,Santa Marta,Troncal,342,10414,3936,Saludable,331,3295.7,9.956797583,Tue,83,41.315169000000,1098.566666667,110.333333,100,0.015106
CO,Manizales,Zona Villapilar,41,9736,3108,Pescados y Mariscos,16,202.47,12.654375,Sat,6,9.205429333333,202.47,16.000000,100,0.000000
CO,Soacha,Soacha,194,7503,1561,Pescados y Mariscos,10,192.16,19.216,Sat,3,7.564018000000,192.16,10.000000,100,0.000000
CO,Barranquilla,Centro y nor occidente,65,27061,13148,Italiana,212,2311.06,10.901226415,Sun,41,25.590898226899,385.176666667,35.333333,100,0.023585
CO,Medellín,Bello,100,21209,6279,Comida Rápida,3,95.25,31.75,Sat,390,16.902201500000,95.25,3.000000,100,0.000000
CO,Soacha,Soacha,194,7503,1561,Empanadas,32,249.5,7.796875,Sat,10,18.758638754405,83.166666667,10.666667,100,0.093750
CO,Bogotá,Antonio Nariño,8,33946,10278,China,57,781.16,13.704561404,Sat,12,16.061305229167,195.29,14.250000,100,0.017544
CO,Villavicencio,Villavo sur,208,13632,4669,Desayunos,1066,10464.05,9.816181989,Sun,383,13.296812581379,1494.864285714,152.285714,100,0.019700
CO,Armenia,Centro,102,10389,4193,Café,413,4449.42,10.773414044,Thu,65,17.356728888889,1483.14,137.666667,100,0.014528
CO,Soacha,Soacha,194,7503,1561,Italiana,29,497.5,17.155172414,Sat,6,26.114171500000,248.75,14.500000,100,0.034483
CO,Tunja,Tunja,199,10964,2746,Salchipapas,122,1071.41,8.78204918,Sun,39,17.455245012692,535.705,61.000000,100,0.106557
CO,Bogotá,Usme,296,746,183,Típica,21,323.79,15.418571429,Sat,7,15.027938450000,161.895,10.500000,100,0.238095
CO,Rionegro,Rio Negro,306,9359,3196,Árabe,42,966.03,23.000714286,Sat,12,69.444541505378,966.03,42.000000,100,0.023810
CO,Armenia,Armenia Sur,204,12174,4229,Jugos y Batidos,182,1590.8,8.740659341,Sat,33,26.821344048725,397.7,45.500000,100,0.071429
CO,Popayan,Popayan Norte,212,3436,1128,Helados,183,1858.01,10.153060109,Sun,57,37.093661375000,464.5025,45.750000,100,0.010929
CO,Cali,Lido Plametto,29,31732,13541,China,470,7316.44,15.566893617,Sun,103,65.010102000000,2438.813333333,156.666667,100,0.019149
CO,Bogotá,Kennedy,312,44307,13565,Internacional,50,970.78,19.4156,Fri,18,40.142348090909,138.682857143,7.142857,100,0.040000
CO,Sogamoso,Sogamoso Sur,272,1005,263,Pizza,129,1646.42,12.762945736,Sun,28,8.623427700000,548.806666667,43.000000,100,0.038760
CO,Barranquilla,Parque Alegra,280,4694,1658,Pizza,204,3899.92,19.117254902,Sat,62,60.940687083333,1299.973333333,68.000000,100,0.034314
CO,Bogotá,Kennedy,312,44307,13565,Poke,829,13271.23,16.008721351,Sat,162,57.323672000000,3317.8075,207.250000,100,0.021713
CO,Yopal,Yopal,222,2297,792,Jugos y Batidos,4,35.84,8.96,Mon,2,7.324693562500,17.92,2.000000,100,0.000000
CO,Bogotá,Tunjuelito,258,4316,1278,Helados,99,975.89,9.857474747,Thu,31,6.853266318182,487.945,49.500000,100,0.010101
CO,Santa Marta,Rodadero,203,5224,2286,Arepas,95,1901.39,20.014631579,Sat,23,54.839700195987,1901.39,95.000000,100,0.010526
CO,Barranquilla,Riomar,56,39619,23745,Sánduches,162,1843.9,11.382098765,Sat,33,20.397540630285,614.633333333,54.000000,100,0.043210
CO,Pereira,Cerritos,95,3937,1792,Mexicana,2,48.62,24.31,Wed,1,2.560244400000,48.62,2.000000,100,0.000000
CO,Barranquilla,Barranquilla sur,69,3866,1642,Experiencias Foodies,64,592.94,9.2646875,Sun,21,8.805852000000,592.94,64.000000,100,0.109375
CO,Rionegro,Rio Negro,306,9359,3196,Mexicana,606,9946.51,16.413382838,Fri,105,17.645479692308,2486.6275,151.500000,100,0.016502
CO,Pereira,Cuba,247,12065,4236,Sánduches,1433,20826.61,14.533572924,Sun,250,47.099601750000,3471.101666667,238.833333,100,0.012561
CO,Barranquilla,Soledad,70,5133,1658,Panadería,330,2684.24,8.134060606,Sat,55,25.360388111111,894.746666667,110.000000,100,0.012121
CO,Manizales,centro,39,17629,5625,Asiática,2033,32896.41,16.181214953,Sun,427,28.982847000000,16448.205,1016.500000,100,0.013281
CO,Tunja,Tunja,199,10964,2746,Panadería,241,1777.24,7.374439834,Tue,44,28.268894968750,355.448,48.200000,100,0.041494
CO,Barranquilla,Parque Alegra,280,4694,1658,Café,776,8119.61,10.463414948,Thu,141,79.998379500000,4059.805,388.000000,100,0.016753
CO,Monteria,Centro,136,12923,4474,Saludable,293,3275.04,11.177610922,Tue,53,33.809304625000,818.76,73.250000,100,0.010239
CO,Bogotá,Suba,6,28101,10035,Experiencias Foodies,3,13.57,4.523333333,Tue,2,13.221931200000,13.57,3.000000,100,0.000000
CO,Cartagena,Marbella - Crespo,75,6871,3404,Alitas,16,193.05,12.065625,Sat,6,16.514272180937,96.525,8.000000,100,0.062500
CO,Bucaramanga,Giron,91,903,327,Típica,53,491.04,9.26490566,Sat,12,8.699028304378,245.52,26.500000,100,0.188679
CO,Tulua,Tulua,220,2975,754,Panadería,2,4.08,2.04,Thu,2,0.000000000000,4.08,2.000000,100,0.500000
CO,Medellín,Manrique_central,256,5807,2330,Jugos y Batidos,25,153.16,6.1264,Sun,9,11.044467378768,153.16,25.000000,100,0.280000
CO,Valledupar,San Jorge,135,3627,1401,Postres,173,1213.7,7.015606936,Sun,39,12.337012281250,303.425,43.250000,100,0.023121
CO,Tulua,Tulua,220,2975,754,Café,210,2400.34,11.430190476,Mon,42,72.360672000000,2400.34,210.000000,100,0.014286
CO,Mosquera/ Funza,Mosquera - Funza,164,8952,2071,Sushi,711,15799.08,22.22092827,Sun,152,33.798662000000,5266.36,237.000000,100,0.018284
CO,Rionegro,Rio Negro,306,9359,3196,Jugos y Batidos,64,762.28,11.910625,Sat,14,18.017060500000,762.28,64.000000,100,0.062500
CO,Ibagué,Guabinal,49,19680,5878,Peruana,20,254.99,12.7495,Tue,6,23.709652500000,254.99,20.000000,100,0.000000
CO,Riohacha,Riohacha,308,1283,451,Jugos y Batidos,80,742.9,9.28625,Sat,16,2.184291000000,371.45,40.000000,100,0.012500
CO,Cartagena,Marbella - Crespo,75,6871,3404,Perros Calientes,21,481.96,22.95047619,Sat,7,28.424671389928,481.96,21.000000,100,0.047619
CO,Fusagasugá,Fusagasuga,198,1294,427,Parrilla,22,381.98,17.362727273,Mon,5,9.621321937500,190.99,11.000000,100,0.045455
CO,Cartago,Cartago,223,1350,394,Café,219,2319.52,10.591415525,Wed,45,74.439416500000,1159.76,109.500000,100,0.027397
CO,Cali,Cali sur,32,8,6,Jugos y Batidos,6,31.03,5.171666667,Tue,2,2.771403333333,31.03,6.000000,100,0.500000
CO,Santa Marta,Centro,202,16200,6002,Jugos y Batidos,242,1945.83,8.040619835,Wed,42,19.247361884615,389.166,48.400000,100,0.008264
CO,Fusagasugá,Fusagasuga,198,1294,427,Perros Calientes,64,1069.86,16.7165625,Sat,19,29.800445833333,534.93,32.000000,100,0.078125
CO,Barrancabermeja,Barrancabermeja,149,2429,809,Panadería,95,1272.85,13.398421053,Tue,19,47.674797000000,636.425,47.500000,100,0.010526
CO,Bucaramanga,Piedecuesta,89,2128,767,China,263,4342.65,16.511977186,Sun,70,71.637909179239,1447.55,87.666667,100,0.019011
CO,Bucaramanga,Cacique y Sur,86,18003,7826,Sánduches,1306,16524.21,12.652534456,Sun,247,75.420370198376,2360.601428571,186.571429,100,0.032925
CO,Bucaramanga,Cacique y Sur,86,18003,7826,Empanadas,2212,19774.89,8.939823689,Sat,367,16.379240000000,4943.7225,553.000000,100,0.014014
CO,Manizales,Zona La Enea,38,3739,1715,Arepas,80,1033.77,12.922125,Sun,21,33.780810000000,1033.77,80.000000,100,0.012500
CO,Pereira,Los molinos,34,7163,2897,Sánduches,131,1548.55,11.820992366,Sun,29,19.098871625000,774.275,65.500000,100,0.083969
CO,Valledupar,El viajero,128,7185,3198,Empanadas,28,231.45,8.266071429,Fri,9,17.029791550000,115.725,14.000000,100,0.142857
CO,Barranquilla,Centro y nor occidente,65,27061,13148,Café,897,9376.88,10.453600892,Thu,191,41.813524480012,4688.44,448.500000,100,0.020067
CO,Rionegro,Rio Negro,306,9359,3196,Alitas,274,4764.84,17.389927007,Sun,52,31.104732500000,1588.28,91.333333,100,0.021898
CO,Armenia,Centro,102,10389,4193,Perros Calientes,357,4955.21,13.880140056,Sun,71,23.710678000000,1651.736666667,119.000000,100,0.019608
CO,Bogotá,Bosa,3,10790,2671,Café,74,661.9,8.944594595,Tue,14,41.415744416667,330.95,37.000000,100,0.013514
CO,Bucaramanga,Norte,88,6685,3445,Panadería,19,124.18,6.535789474,Wed,5,5.476329734162,62.09,9.500000,100,0.210526
CO,Barranquilla,Soledad,70,5133,1658,Mexicana,255,3792.68,14.873254902,Sun,68,27.488136458333,1264.226666667,85.000000,100,0.047059
CO,Cali,Yumbo,271,962,285,Pollo,670,9951.49,14.852970149,Sun,149,31.107593750000,9951.49,670.000000,100,0.016418
CO,Manizales,Zona La Enea,38,3739,1715,Pescados y Mariscos,13,167.32,12.870769231,Sun,4,13.406688000000,167.32,13.000000,100,0.230769
CO,Cali,Pance y ciudad jardin,31,28252,13676,Empanadas,92,1529.17,16.621413043,Sat,27,19.936920875000,764.585,46.000000,100,0.010870
CO,Villavicencio,Villavo sur,208,13632,4669,Sushi,62,1238.02,19.968064516,Fri,12,25.125365916667,412.673333333,20.666667,100,0.064516
CO,Pereira,Cerritos,95,3937,1792,Helados,203,2324.31,11.449802956,Sun,60,16.203239600000,1162.155,101.500000,100,0.039409
CO,Cartagena,Manga,318,17501,8014,China,544,10503.72,19.308308824,Sun,147,63.021540166667,3501.24,181.333333,100,0.027574
CO,Armenia,Armenia Sur,204,12174,4229,Italiana,354,4524.13,12.780028249,Sun,69,21.654952333333,2262.065,177.000000,100,0.025424
CO,Pereira,SAMARIA_2_PEI,365,2424,1078,Pizza,131,1553.38,11.857862595,Sun,28,10.388486833333,517.793333333,43.666667,100,0.068702
CO,Sogamoso,Sogamoso Sur,272,1005,263,Desayunos,32,256.84,8.02625,Tue,7,38.597422500000,256.84,32.000000,100,0.218750
CO,Chía,Cota,264,612,218,Italiana,20,286.74,14.337,Sat,8,44.994645000000,286.74,20.000000,100,0.050000
CO,Ibagué,Centro Ricaurte,50,7394,2430,Experiencias Foodies,4,26.03,6.5075,Tue,3,39.074756000000,26.03,4.000000,100,0.000000
CO,Tulua,Tulua,220,2975,754,Saludable,38,596.76,15.704210526,Sun,14,13.608058750000,596.76,38.000000,100,0.000000
CO,Bucaramanga,Piedecuesta,89,2128,767,Típica,404,5927.18,14.671237624,Sun,109,41.097400708333,1185.436,80.800000,100,0.039604
CO,Medellín,San cristobal,390,1759,907,Postres,329,2266.4,6.888753799,Thu,55,49.552702666667,755.466666667,109.666667,100,0.000000
CO,Mosquera/ Funza,Madrid,192,3028,807,Arepas,14,98.18,7.012857143,Sun,5,7.615156500000,98.18,14.000000,100,0.071429
CO,Fusagasugá,Fusagasuga,198,1294,427,Jugos y Batidos,58,407.55,7.026724138,Sun,18,38.829335750000,203.775,29.000000,100,0.068966
CO,Medellín,Caribe_centro,23,43602,17109,Peruana,9,143.93,15.992222222,Wed,4,4.930692625000,71.965,4.500000,100,0.111111
CO,San Gil,San Gil,160,72,19,Pollo,22,347.68,15.803636364,Sun,6,32.775469000000,347.68,22.000000,100,0.000000
CO,Mosquera/ Funza,Mosquera - Funza,164,8952,2071,Asiática,47,643.93,13.700638298,Sun,9,18.111547250000,321.965,23.500000,100,0.085106
CO,Ibagué,Jardin,51,499,223,Panadería,3,18.41,6.136666667,Tue,2,24.119353500000,9.205,1.500000,100,0.000000
CO,Manizales,centro,39,17629,5625,Empanadas,67,674.13,10.061641791,Wed,11,24.389848000000,674.13,67.000000,100,0.059701
CO,Pereira,SAMARIA_2_PEI,365,2424,1078,Alitas,47,828.88,17.635744681,Sat,13,11.125000000000,828.88,47.000000,100,0.063830
CO,Popayan,Popayan Centro,213,8893,2456,Pescados y Mariscos,44,345,7.840909091,Sat,9,19.051536000000,345,44.000000,100,0.045455
CO,Tulua,Tulua,220,2975,754,Mexicana,36,473.93,13.164722222,Sun,12,6.899240250000,473.93,36.000000,100,0.000000
CO,Barranquilla,Concepción,295,671,330,Hamburguesa,36,254.09,7.058055556,Sun,19,7.603916833333,254.09,36.000000,100,0.194444
CO,Chía,Cajicá,15,10974,4931,Jugos y Batidos,146,1780.23,12.193356164,Sat,28,19.071751416667,593.41,48.666667,100,0.047945
CO,Cali,Alfaguara Jamundi,168,5670,2050,Empanadas,11,164.19,14.926363636,Thu,5,3.541713000000,82.095,5.500000,100,0.000000
CO,Bucaramanga,Piedecuesta,89,2128,767,Desayunos,123,884.53,7.191300813,Sat,26,23.534358250000,884.53,123.000000,100,0.000000
CO,Bucaramanga,Giron,91,903,327,Perros Calientes,14,95.87,6.847857143,Thu,6,39.038034000000,95.87,14.000000,100,0.214286
CO,Sogamoso,Sogamoso Sur,272,1005,263,Alitas,36,524.22,14.561666667,Sun,7,23.852400000000,524.22,36.000000,100,0.027778
CO,Valledupar,San Jorge,135,3627,1401,Típica,251,2228.3,8.877689243,Sun,62,16.743018818182,445.66,50.200000,100,0.079681
CO,Barranquilla,Barranquilla sur,69,3866,1642,Salchipapas,86,1184.81,13.776860465,Sun,22,10.096457700000,592.405,43.000000,100,0.034884
CO,Ibagué,Mirolindo,52,1821,666,Parrilla,46,558.52,12.14173913,Sun,11,11.646100125000,279.26,23.000000,100,0.000000
CO,Bogotá,N/A,0,1544,657,Hamburguesa,29,480.28,16.56137931,Sun,46,2.004380769231,480.28,29.000000,100,0.068966
CO,Monteria,Norte,137,8374,3543,Típica,291,3628.54,12.469209622,Sat,65,13.100927250000,1814.27,145.500000,100,0.027491
CO,Rionegro,Rio Negro,306,9359,3196,Panadería,214,2340.71,10.937897196,Mon,48,18.291538333333,1170.355,107.000000,100,0.009346
CO,Santa Marta,Centro,202,16200,6002,Arepas,7,61.31,8.758571429,Sun,3,19.650260000000,61.31,7.000000,100,0.142857
CO,Bogotá,Antonio Nariño,8,33946,10278,Internacional,9,99.34,11.037777778,Thu,5,29.936161250000,49.67,4.500000,100,0.000000
CO,Palmira,Palmira oriente,24,3867,1287,Asiática,174,2245.11,12.902931034,Sun,54,32.004440000000,2245.11,174.000000,100,0.017241
CO,Bucaramanga,Floridablanca,33,16088,6809,Asiática,28,223.11,7.968214286,Sun,8,12.839450400000,223.11,28.000000,100,0.250000
CO,Pereira,SAMARIA_2_PEI,365,2424,1078,Sánduches,39,462.61,11.861794872,Sun,8,7.263066500000,462.61,39.000000,100,0.128205
CO,Fusagasugá,Fusagasuga,198,1294,427,Helados,156,1780.71,11.414807692,Sun,42,19.775956000000,890.355,78.000000,100,0.051282
CO,Monteria,Centro,136,12923,4474,Peruana,39,407.16,10.44,Fri,10,22.844910000000,407.16,39.000000,100,0.102564
